place1,place2,relation
Graiseley,Blakenhall,borders
Washington West,Lamesley,borders
Washington West,Washington Central,borders
Washington West,Windy Nook and Whitehills,borders
Washington West,Washington South,borders
Washington West,High Fell,borders
Washington West,Washington North,borders
Washington West,Wardley and Leam Lane,borders
St. Chad's,Sandhill,borders
St. Chad's,Silksworth,borders
St. Chad's,Doxford,borders
St. Chad's,Shiney Row,borders
St. Chad's,Copt Hill,borders
Town,Sprotbrough and Cusworth,borders
Town,Bentley,borders
Town,Bessacarr,borders
Town,Wheatley Hills & Intake,borders
Town,Hexthorpe & Balby North,borders
Heswall,Clatterbridge,borders
Heswall,Pensby and Thingwall,borders
Heswall,West Kirby and Thurstaston,borders
City,Orgreave South Yorkshire,borders
City,Nether Edge & Sharrow,borders
City,Walkley,borders
City,Darnall,borders
City,Gleadless Valley,borders
City,Broomhill & Sharrow Vale,borders
City,Manor Castle,borders
City,Park & Arbourthorne,borders
City,Hillsborough,borders
Aldridge North and Walsall Wood,Brownhills,borders
Aldridge North and Walsall Wood,Pelsall,borders
Aldridge North and Walsall Wood,Aldridge Central and South,borders
Aldridge North and Walsall Wood,Rushall-Shelfield,borders
Bowling and Barkerend,Bradford Moor,borders
Bowling and Barkerend,Pudsey,borders
Bowling and Barkerend,Tong,borders
Bowling and Barkerend,Bolton and Undercliffe,borders
Bowling and Barkerend,Eccleshill,borders
Bowling and Barkerend,City,borders
Bowling and Barkerend,Little Horton,borders
North Middleton,West Middleton,borders
North Middleton,Hopwood Hall,borders
North Middleton,Castleton,borders
North Middleton,South Middleton,borders
North Middleton,Chadderton North,borders
North Middleton,East Middleton,borders
Batley West,Dewsbury West,borders
Batley West,Birstall and Birkenshaw,borders
Batley West,Heckmondwike,borders
Batley West,Batley East,borders
Hoober,East Ecclesfield,borders
Hoober,Keppel,borders
Hoober,Wath,borders
Hoober,Wingfield,borders
Hoober,Rockingham,borders
Hoober,Wombwell,borders
Hoober,Hoyland Milton,borders
Hoober,Rawmarsh,borders
Priory,Longford,borders
Priory,Chorlton Park,borders
Priory,St. Mary's,borders
Priory,Sale Moor,borders
Priory,Ashton upon Mersey,borders
Priory,Chorlton,borders
Priory,Brooklands,borders
Priory,Stretford,borders
Lemington,Fenham,borders
Lemington,Blaydon,borders
Lemington,Ryton Crookhill and Stella,borders
Lemington,Denton,borders
Lemington,Benwell and Scotswood,borders
Lemington,Newburn,borders
Park,Town,borders
Park,Skircoat,borders
Park,Warley,borders
Park,Ovenden,borders
Park,Sowerby Bridge,borders
Sutton Vesey,Sutton Four Oaks,borders
Sutton Vesey,Kingstanding,borders
Sutton Vesey,Erdington,borders
Sutton Vesey,Streetly,borders
Sutton Vesey,Sutton New Hall,borders
Sutton Vesey,Oscott,borders
Sutton Vesey,Sutton Trinity,borders
Pelaw and Heworth,Hebburn South,borders
Pelaw and Heworth,Walker,borders
Pelaw and Heworth,Hebburn North,borders
Pelaw and Heworth,Windy Nook and Whitehills,borders
Pelaw and Heworth,Fellgate and Hedworth,borders
Pelaw and Heworth,Wardley and Leam Lane,borders
Pelaw and Heworth,Felling,borders
Holyrood,West Middleton,borders
Holyrood,Hopwood Hall,borders
Holyrood,Besses,borders
Holyrood,Sedgley,borders
Holyrood,Higher Blackley,borders
Holyrood,South Middleton,borders
Holyrood,St. Mary's,borders
Holyrood,Unsworth,borders
North Heaton,South Jesmond,borders
North Heaton,Northumberland,borders
North Heaton,Dene,borders
North Heaton,Walkergate,borders
North Heaton,Ouseburn,borders
North Heaton,North Jesmond,borders
North Heaton,South Heaton,borders
Norris Green,Clubmoor,borders
Norris Green,Croxteth,borders
Norris Green,West Derby,borders
Norris Green,Fazakerley,borders
Norris Green,Warbreck,borders
Washington Central,Washington West,borders
Washington Central,Washington South,borders
Washington Central,Washington North,borders
Washington Central,Washington East,borders
Waterhead,St. Mary's,borders
Waterhead,Saddleworth West and Lees,borders
Waterhead,St. James',borders
Waterhead,Saddleworth North,borders
Oxton,Prenton,borders
Oxton,Upton,borders
Oxton,Pensby and Thingwall,borders
Oxton,Claughton,borders
Oxton,Birkenhead and Tranmere,borders
Marple North,Offerton Park,borders
Marple North,Hyde Werneth,borders
Marple North,Marple South,borders
Marple North,Bredbury Green and Romiley,borders
Pilkington Park,Radcliffe East,borders
Pilkington Park,Besses,borders
Pilkington Park,Radcliffe West,borders
Pilkington Park,Kearsley,borders
Pilkington Park,Pendlebury,borders
Pilkington Park,St. Mary's,borders
Pilkington Park,Redvales,borders
Pilkington Park,Unsworth,borders
Park,Graiseley,borders
Park,Merry Hill,borders
Park,St. Peter's,borders
Park,Tettenhall Regis,borders
Park,Tettenhall Wightwick,borders
Cross Gates and Whinmoor,Harewood,borders
Cross Gates and Whinmoor,Temple Newsam,borders
Cross Gates and Whinmoor,Roundhay,borders
Cross Gates and Whinmoor,Killingbeck and Seacroft,borders
Erdington,Kingstanding,borders
Erdington,Sutton Vesey,borders
Erdington,Sutton New Hall,borders
Erdington,Tyburn,borders
Erdington,Stockland Green,borders
Barton,Winton,borders
Barton,Eccles,borders
Barton,Irlam,borders
Barton,Davyhulme West,borders
Barton,Davyhulme East,borders
Barton,Weaste and Seedley,borders
Barton,Gorse Hill,borders
Penn,Graiseley,borders
Penn,Merry Hill,borders
Penn,Blakenhall,borders
Ford,Victoria,borders
Ford,Netherton and Orrell,borders
Ford,Manor,borders
Ford,Litherland,borders
Ford,Church,borders
Ford,St. Oswald,borders
Bredbury and Woodley,Denton South,borders
Bredbury and Woodley,Denton West,borders
Bredbury and Woodley,Hyde Werneth,borders
Bredbury and Woodley,Brinnington and Central,borders
Bredbury and Woodley,Manor,borders
Bredbury and Woodley,Bredbury Green and Romiley,borders
Pudsey,Bradford Moor,borders
Pudsey,Bowling and Barkerend,borders
Pudsey,Farnley and Wortley,borders
Pudsey,Tong,borders
Pudsey,Calverley and Farsley,borders
Pudsey,Armley,borders
Pudsey,Bramley and Stanningley,borders
Bentley,Sprotbrough and Cusworth,borders
Bentley,Edenthorpe,borders
Bentley,Town,borders
Bentley,Adwick le Street & Carcroft,borders
Bentley,Stainforth & Barnby Dun,borders
Bentley,Wheatley Hills & Intake,borders
Bentley,Roman Ridge,borders
Bentley,Norton & Askern,borders
Denton South,Denton North East,borders
Denton South,Bredbury and Woodley,borders
Denton South,Denton West,borders
Denton South,Hyde Werneth,borders
Denton South,Hyde Godley,borders
Cheylesmore,Wainbody,borders
Cheylesmore,Earlsdon,borders
Cheylesmore,St. Michael's,borders
Cheylesmore,Lower Stoke,borders
Cheylesmore,Binley and Willenhall,borders
Kenton,Blakelaw and North Fenham,borders
Kenton,Woolsington,borders
Kenton,Wingrove,borders
Kenton,West Gosforth,borders
Kenton,Castle,borders
Kenton,Fawdon,borders
Altofts and Whitwood,Normanton West Yorkshire,borders
Altofts and Whitwood,Featherstone,borders
Altofts and Whitwood,Kippax West Yorkshire,borders
Altofts and Whitwood,Castleford Central and Glasshoughton,borders
Altofts and Whitwood,Pontefract North,borders
Altofts and Whitwood,Stanley and Outwood East,borders
Charlestown,Higher Blackley,borders
Charlestown,Moston,borders
Charlestown,Harpurhey,borders
Charlestown,South Middleton,borders
Charlestown,Chadderton Central,borders
Charlestown,Crumpsall,borders
Charlestown,Chadderton South,borders
Charlestown,East Middleton,borders
Farnley and Wortley,Morley West Yorkshire,borders
Farnley and Wortley,Pudsey,borders
Farnley and Wortley,Beeston and Holbeck,borders
Farnley and Wortley,Tong,borders
Farnley and Wortley,Armley,borders
Greetland and Stainland,Ryburn,borders
Greetland and Stainland,Town,borders
Greetland and Stainland,Skircoat,borders
Greetland and Stainland,Lindley,borders
Greetland and Stainland,Colne Valley,borders
Greetland and Stainland,Elland,borders
Greetland and Stainland,Sowerby Bridge,borders
Ainsdale,Birkdale,borders
Ainsdale,Duke's,borders
Ainsdale,Harington,borders
Hopwood Hall,West Middleton,borders
Hopwood Hall,North Middleton,borders
Hopwood Hall,Holyrood,borders
Hopwood Hall,Castleton,borders
Hopwood Hall,West Heywood,borders
Hopwood Hall,North Heywood,borders
Hopwood Hall,Unsworth,borders
St. Alphege,Blythe,borders
St. Alphege,Silhill,borders
St. Alphege,Olton,borders
St. Alphege,Knowle,borders
St. Alphege,Shirley East,borders
St. Alphege,Shirley South,borders
St. Alphege,Dorridge and Hockley Heath,borders
Rock Ferry,Prenton,borders
Rock Ferry,St. Michael's,borders
Rock Ferry,Bromborough,borders
Rock Ferry,Bebington,borders
Rock Ferry,Riverside,borders
Rock Ferry,Birkenhead and Tranmere,borders
Walker,Pelaw and Heworth,borders
Walker,Hebburn North,borders
Walker,Walkergate,borders
Walker,Byker,borders
Walker,Felling,borders
Denton West,Denton North East,borders
Denton West,Bredbury and Woodley,borders
Denton West,Denton South,borders
Denton West,Reddish North,borders
Denton West,Brinnington and Central,borders
Denton West,Audenshaw,borders
Denton West,Gorton South,borders
Denton West,Reddish South,borders
St. Peter's,Ashton Waterloo,borders
St. Peter's,Dukinfield,borders
St. Peter's,Ashton Hurst,borders
St. Peter's,Audenshaw,borders
St. Peter's,Droylsden East,borders
St. Peter's,Ashton St. Michael's,borders
Hebburn North,Wallsend,borders
Hebburn North,Hebburn South,borders
Hebburn North,Pelaw and Heworth,borders
Hebburn North,Walker,borders
Hebburn North,Walkergate,borders
Hebburn North,Monkton,borders
Hebburn North,Primrose,borders
Walkley,City,borders
Walkley,Crookes & Crosspool,borders
Walkley,Broomhill & Sharrow Vale,borders
Walkley,Stannington,borders
Walkley,Hillsborough,borders
Silhill,Bickenhill,borders
Silhill,St. Alphege,borders
Silhill,Olton,borders
Silhill,Knowle,borders
Silhill,Elmdon,borders
Silhill,Lyndon,borders
Moseley and Kings Heath,Selly Oak,borders
Moseley and Kings Heath,Sparkbrook,borders
Moseley and Kings Heath,Billesley,borders
Moseley and Kings Heath,Springfield,borders
Moseley and Kings Heath,Edgbaston,borders
Moseley and Kings Heath,Brandwood,borders
Moseley and Kings Heath,Bournville,borders
Bessacarr,Finningley,borders
Bessacarr,Town,borders
Bessacarr,Tickhill & Wadsworth,borders
Bessacarr,Wheatley Hills & Intake,borders
Bessacarr,Hexthorpe & Balby North,borders
Hazel Grove,Offerton Park,borders
Hazel Grove,Stepping Hill,borders
Hazel Grove,Marple South,borders
Littleborough Lakeside,Todmorden,borders
Littleborough Lakeside,Ryburn,borders
Littleborough Lakeside,Smallbridge and Firgrove,borders
Littleborough Lakeside,Milnrow and Newhey,borders
Littleborough Lakeside,Wardle and West Littleborough,borders
Littleborough Lakeside,Calder,borders
Wakefield South,Normanton West Yorkshire,borders
Wakefield South,Crofton Ryhill and Walton,borders
Wakefield South,Wakefield West,borders
Wakefield South,Wakefield East,borders
Wakefield South,Wakefield Rural,borders
Winton,Barton,borders
Winton,Boothstown and Ellenbrook,borders
Winton,Eccles,borders
Winton,Irlam,borders
Winton,Worsley,borders
Merry Hill,Graiseley,borders
Merry Hill,Park,borders
Merry Hill,Penn,borders
Merry Hill,Tettenhall Wightwick,borders
Longbridge,Weoley,borders
Longbridge,Northfield,borders
Wibsey,Wyke,borders
Wibsey,Great Horton,borders
Wibsey,Tong,borders
Wibsey,Royds,borders
Wibsey,Little Horton,borders
Willenhall North,Wednesfield South,borders
Willenhall North,Short Heath,borders
Willenhall North,Birchills Leamore,borders
Willenhall North,Wednesfield North,borders
Willenhall North,Bloxwich West,borders
Ladywood,Aston,borders
Ladywood,Soho,borders
Ladywood,Nechells,borders
Ladywood,Edgbaston,borders
St. James's,Brockmoor and Pensnett,borders
St. James's,Castle and Priory,borders
St. James's,St. Thomas's,borders
St. James's,Netherton Woodside and St. Andrews,borders
St. James's,Gornal,borders
Besses,Holyrood,borders
Besses,Pilkington Park,borders
Besses,St. Mary's,borders
Besses,Unsworth,borders
Timperley,Broadheath,borders
Timperley,Altrincham,borders
Timperley,Brooklands,borders
Timperley,Village,borders
Rothwell,Kippax West Yorkshire,borders
Rothwell,Ardsley and Robin Hood,borders
Rothwell,City and Hunslet,borders
Rothwell,Middleton Park,borders
Rothwell,Stanley and Outwood East,borders
Rothwell,Burmantofts and Richmond Hill,borders
Rothwell,Garforth and Swillington,borders
Windy Nook and Whitehills,Washington West,borders
Windy Nook and Whitehills,Pelaw and Heworth,borders
Windy Nook and Whitehills,High Fell,borders
Windy Nook and Whitehills,Deckham,borders
Windy Nook and Whitehills,Wardley and Leam Lane,borders
Windy Nook and Whitehills,Felling,borders
Beeston and Holbeck,Morley West Yorkshire,borders
Beeston and Holbeck,Farnley and Wortley,borders
Beeston and Holbeck,City and Hunslet,borders
Beeston and Holbeck,Middleton Park,borders
Beeston and Holbeck,Armley,borders
Wednesfield South,Willenhall North,borders
Wednesfield South,Short Heath,borders
Wednesfield South,Willenhall South,borders
Wednesfield South,East Park,borders
Wednesfield South,Wednesfield North,borders
Wednesfield South,Heath Town,borders
Airedale and Ferry Fryston,Kippax West Yorkshire,borders
Airedale and Ferry Fryston,Castleford Central and Glasshoughton,borders
Airedale and Ferry Fryston,Pontefract North,borders
Airedale and Ferry Fryston,Knottingley,borders
Weoley,Selly Oak,borders
Weoley,Longbridge,borders
Weoley,Northfield,borders
Weoley,Bartley Green,borders
Weoley,Bournville,borders
Tynemouth,Riverside,borders
Tynemouth,Preston,borders
Tynemouth,Cullercoats,borders
Tynemouth,Beacon and Bents,borders
Upper Gornal and Woodsetton,Coseley East,borders
Upper Gornal and Woodsetton,Sedgley,borders
Upper Gornal and Woodsetton,Castle and Priory,borders
Upper Gornal and Woodsetton,Gornal,borders
Tong,Morley West Yorkshire,borders
Tong,Wyke,borders
Tong,Bowling and Barkerend,borders
Tong,Pudsey,borders
Tong,Farnley and Wortley,borders
Tong,Wibsey,borders
Tong,Cleckheaton,borders
Tong,Birstall and Birkenshaw,borders
Tong,Little Horton,borders
Darlaston South,Bilston East,borders
Darlaston South,Princes End,borders
Darlaston South,Willenhall South,borders
Darlaston South,Bentley and Darlaston North,borders
Darlaston South,Wednesbury North,borders
Weetwood,Horsforth,borders
Weetwood,Headingley,borders
Weetwood,Moortown,borders
Weetwood,Chapel Allerton,borders
Weetwood,Adel and Wharfedale,borders
Weetwood,Kirkstall,borders
Greenhead,Dalton,borders
Greenhead,Lindley,borders
Greenhead,Newsome,borders
Greenhead,Golcar,borders
Greenhead,Crosland Moor and Netherton,borders
Greenhead,Ashbrow,borders
Balby South,Tickhill & Wadsworth,borders
Balby South,Hexthorpe & Balby North,borders
Balby South,Edlington & Warmsworth,borders
Bolton and Undercliffe,Heaton,borders
Bolton and Undercliffe,Bowling and Barkerend,borders
Bolton and Undercliffe,Windhill and Wrose,borders
Bolton and Undercliffe,Eccleshill,borders
Bolton and Undercliffe,Manningham,borders
Bolton and Undercliffe,City,borders
Reddish North,Denton West,borders
Reddish North,Gorton South,borders
Reddish North,Heatons North,borders
Reddish North,Levenshulme,borders
Reddish North,Reddish South,borders
Haydock,Blackrod,borders
Haydock,Bryn,borders
Haydock,Billinge and Seneley Green,borders
Haydock,Moss Bank,borders
Haydock,Golborne and Lowton West,borders
Haydock,Parr,borders
Haydock,Ashton,borders
Haydock,Earlestown,borders
Headingley,Weetwood,borders
Headingley,Hyde Park and Woodhouse,borders
Headingley,Chapel Allerton,borders
Headingley,Kirkstall,borders
St. Mary's,Waterhead,borders
St. Mary's,Saddleworth West and Lees,borders
St. Mary's,Alexandra,borders
St. Mary's,Royton South,borders
St. Mary's,St. James',borders
St. Mary's,Coldhurst,borders
Bramhall North,Cheadle Hulme South,borders
Bramhall North,Davenport and Cale Green,borders
Bramhall North,Bramhall South and Woodford,borders
Bramhall North,Stepping Hill,borders
Bramhall North,Cheadle Hulme North,borders
Cadishead,Irlam,borders
Cadishead,Davyhulme West,borders
Cadishead,Bucklow-St. Martins,borders
Cadishead,Astley Mosley Common,borders
Crookes & Crosspool,Walkley,borders
Crookes & Crosspool,Fulwood,borders
Crookes & Crosspool,Broomhill & Sharrow Vale,borders
Crookes & Crosspool,Stannington,borders
South Elmsall and South Kirkby,Sprotbrough and Cusworth,borders
South Elmsall and South Kirkby,Hemsworth,borders
South Elmsall and South Kirkby,Ackworth North Elmsall and Upton,borders
South Elmsall and South Kirkby,North East,borders
Northfield,Longbridge,borders
Northfield,Weoley,borders
Northfield,Kings Norton,borders
Northfield,Bournville,borders
East Ecclesfield,Southey,borders
East Ecclesfield,Hoober,borders
East Ecclesfield,Keppel,borders
East Ecclesfield,Rockingham,borders
East Ecclesfield,Firth Park,borders
East Ecclesfield,Shiregreen & Brightside,borders
East Ecclesfield,Penistone East,borders
East Ecclesfield,West Ecclesfield,borders
Moortown,Alwoodley,borders
Moortown,Weetwood,borders
Moortown,Chapel Allerton,borders
Moortown,Roundhay,borders
Moortown,Adel and Wharfedale,borders
Rotherham West,Keppel,borders
Rotherham West,Wingfield,borders
Rotherham West,Darnall,borders
Rotherham West,Boston Castle,borders
Rotherham West,Shiregreen & Brightside,borders
Rotherham West,Rawmarsh,borders
Otley and Yeadon,Horsforth,borders
Otley and Yeadon,Guiseley and Rawdon,borders
Otley and Yeadon,Adel and Wharfedale,borders
Otley and Yeadon,Wharfedale,borders
Billinge and Seneley Green,Bryn,borders
Billinge and Seneley Green,Rainford,borders
Billinge and Seneley Green,Haydock,borders
